"country","indicator","year","total_value"
"India","CO2 emissions multipliers",2016,46347.44
"India","CO2 emissions multipliers",2017,44046.05
"India","CO2 emissions multipliers",2018,42596.41
"Indonesia","CO2 emissions",1995,187.45
"Indonesia","CO2 emissions",1996,194.17
"Indonesia","CO2 emissions",1997,212.85
"Indonesia","CO2 emissions",1998,208.99
"Indonesia","CO2 emissions",1999,222.2
"Indonesia","CO2 emissions",2000,217.06
"Indonesia","CO2 emissions",2001,235.23
"Indonesia","CO2 emissions",2002,244.21
"Indonesia","CO2 emissions",2003,273.44
"Indonesia","CO2 emissions",2004,284.19
"Indonesia","CO2 emissions",2005,286.79
"Indonesia","CO2 emissions",2006,311.69
"Indonesia","CO2 emissions",2007,328.76
"Indonesia","CO2 emissions",2008,324.55
"Indonesia","CO2 emissions",2009,342.42
"Indonesia","CO2 emissions",2010,371.03
"Indonesia","CO2 emissions",2011,422.24
"Indonesia","CO2 emissions",2012,413.96
"Indonesia","CO2 emissions",2013,373.86
"Indonesia","CO2 emissions",2014,404.9
"Indonesia","CO2 emissions",2015,413.38
"Indonesia","CO2 emissions",2016,404.63
"Indonesia","CO2 emissions",2017,434.14
"Indonesia","CO2 emissions",2018,482.3
"Indonesia","CO2 emissions intensities",1995,25311.5
"Indonesia","CO2 emissions intensities",1996,23039.36
"Indonesia","CO2 emissions intensities",1997,25734.14
"Indonesia","CO2 emissions intensities",1998,50825.68
"Indonesia","CO2 emissions intensities",1999,38415.09
"Indonesia","CO2 emissions intensities",2000,34351.31
"Indonesia","CO2 emissions intensities",2001,38938.54
"Indonesia","CO2 emissions intensities",2002,33130.89
"Indonesia","CO2 emissions intensities",2003,31864.92
"Indonesia","CO2 emissions intensities",2004,31205.33
"Indonesia","CO2 emissions intensities",2005,28566.06
"Indonesia","CO2 emissions intensities",2006,24956.72
"Indonesia","CO2 emissions intensities",2007,22833.86
"Indonesia","CO2 emissions intensities",2008,18386.11
"Indonesia","CO2 emissions intensities",2009,18654.07
"Indonesia","CO2 emissions intensities",2010,16185.93
"Indonesia","CO2 emissions intensities",2011,15378.97
"Indonesia","CO2 emissions intensities",2012,14237.05
"Indonesia","CO2 emissions intensities",2013,12515.02
"Indonesia","CO2 emissions intensities",2014,13881.27
"Indonesia","CO2 emissions intensities",2015,15122.26
"Indonesia","CO2 emissions intensities",2016,13899.82
"Indonesia","CO2 emissions intensities",2017,13950.42
"Indonesia","CO2 emissions intensities",2018,15194.32
"Indonesia","CO2 emissions multipliers",1995,40407.88
"Indonesia","CO2 emissions multipliers",1996,37623.09
"Indonesia","CO2 emissions multipliers",1997,41980.32
"Indonesia","CO2 emissions multipliers",1998,79296.75
"Indonesia","CO2 emissions multipliers",1999,62503.09
"Indonesia","CO2 emissions multipliers",2000,54821.73
"Indonesia","CO2 emissions multipliers",2001,62440.65
"Indonesia","CO2 emissions multipliers",2002,54400.68
"Indonesia","CO2 emissions multipliers",2003,52938.5
"Indonesia","CO2 emissions multipliers",2004,49951.24
"Indonesia","CO2 emissions multipliers",2005,44651.78
"Indonesia","CO2 emissions multipliers",2006,40631.64
"Indonesia","CO2 emissions multipliers",2007,37486.28
"Indonesia","CO2 emissions multipliers",2008,31313.5
"Indonesia","CO2 emissions multipliers",2009,33430.51
"Indonesia","CO2 emissions multipliers",2010,28123.3
"Indonesia","CO2 emissions multipliers",2011,26944.33
"Indonesia","CO2 emissions multipliers",2012,25583.27
"Indonesia","CO2 emissions multipliers",2013,23269.18
"Indonesia","CO2 emissions multipliers",2014,26403.1
"Indonesia","CO2 emissions multipliers",2015,29322.57
"Indonesia","CO2 emissions multipliers",2016,27521.24
"Indonesia","CO2 emissions multipliers",2017,27076.18
"Indonesia","CO2 emissions multipliers",2018,28955.28
"Ireland","CO2 emissions",1995,24.59
"Ireland","CO2 emissions",1996,25.1
"Ireland","CO2 emissions",1997,26.35
"Ireland","CO2 emissions",1998,28.01
"Ireland","CO2 emissions",1999,28.9
"Ireland","CO2 emissions",2000,30.04
"Ireland","CO2 emissions",2001,31.72
"Ireland","CO2 emissions",2002,37.84
"Ireland","CO2 emissions",2003,38.12
"Ireland","CO2 emissions",2004,39.34
"Ireland","CO2 emissions",2005,40.97
"Ireland","CO2 emissions",2006,41.61
"Ireland","CO2 emissions",2007,41.09
"Ireland","CO2 emissions",2008,40.54
"Ireland","CO2 emissions",2009,37.34
"Ireland","CO2 emissions",2010,35.6
"Ireland","CO2 emissions",2011,34.07
"Ireland","CO2 emissions",2012,35.61
"Ireland","CO2 emissions",2013,34.27
"Ireland","CO2 emissions",2014,34.5
"Ireland","CO2 emissions",2015,36.95
"Ireland","CO2 emissions",2016,40.38
"Ireland","CO2 emissions",2017,40.89
"Ireland","CO2 emissions",2018,41.53
"Ireland","CO2 emissions intensities",1995,13731.72
"Ireland","CO2 emissions intensities",1996,14275.05
"Ireland","CO2 emissions intensities",1997,14115.3
"Ireland","CO2 emissions intensities",1998,13674.16
"Ireland","CO2 emissions intensities",1999,16263.97
"Ireland","CO2 emissions intensities",2000,15611.95
"Ireland","CO2 emissions intensities",2001,14897.22
"Ireland","CO2 emissions intensities",2002,18309.18
"Ireland","CO2 emissions intensities",2003,14346.07
"Ireland","CO2 emissions intensities",2004,11942.74
"Ireland","CO2 emissions intensities",2005,11489.78
"Ireland","CO2 emissions intensities",2006,9617.88
"Ireland","CO2 emissions intensities",2007,7668.31
"Ireland","CO2 emissions intensities",2008,6709.32
"Ireland","CO2 emissions intensities",2009,7637.28
"Ireland","CO2 emissions intensities",2010,7747.74
"Ireland","CO2 emissions intensities",2011,8124.07
"Ireland","CO2 emissions intensities",2012,6844.75
"Ireland","CO2 emissions intensities",2013,6759.09
"Ireland","CO2 emissions intensities",2014,6625.37
"Ireland","CO2 emissions intensities",2015,7029.31
"Ireland","CO2 emissions intensities",2016,6808.48
"Ireland","CO2 emissions intensities",2017,6713.3
"Ireland","CO2 emissions intensities",2018,7581.89
"Ireland","CO2 emissions multipliers",1995,21261.07
"Ireland","CO2 emissions multipliers",1996,21273.17
"Ireland","CO2 emissions multipliers",1997,20851.61
"Ireland","CO2 emissions multipliers",1998,20260.09
"Ireland","CO2 emissions multipliers",1999,23298.18
"Ireland","CO2 emissions multipliers",2000,23474.59
"Ireland","CO2 emissions multipliers",2001,23572.95
"Ireland","CO2 emissions multipliers",2002,26179.73
"Ireland","CO2 emissions multipliers",2003,"20111.74"
"Ireland","CO2 emissions multipliers",2004,"16880.82"
"Ireland","CO2 emissions multipliers",2005,"15879.76"
"Ireland","CO2 emissions multipliers",2006,"14125.32"
"Ireland","CO2 emissions multipliers",2007,"11684.21"
"Ireland","CO2 emissions multipliers",2008,"10032.23"
"Ireland","CO2 emissions multipliers",2009,"10976.19"
"Ireland","CO2 emissions multipliers",2010,"10395.42"
"Ireland","CO2 emissions multipliers",2011,"10113.20"
"Ireland","CO2 emissions multipliers",2012,"9644.21"
"Ireland","CO2 emissions multipliers",2013,"9307.32"
"Ireland","CO2 emissions multipliers",2014,"9017.55"
"Ireland","CO2 emissions multipliers",2015,"9411.61"
"Ireland","CO2 emissions multipliers",2016,"9320.59"
"Ireland","CO2 emissions multipliers",2017,"8680.75"
"Ireland","CO2 emissions multipliers",2018,"9274.40"
"Israel","CO2 emissions",1995,"40.63"
"Israel","CO2 emissions",1996,"43.14"
"Israel","CO2 emissions",1997,"45.04"
"Israel","CO2 emissions",1998,"45.31"
"Israel","CO2 emissions",1999,"46.39"
"Israel","CO2 emissions",2000,"49.57"
"Israel","CO2 emissions",2001,"50.94"
"Israel","CO2 emissions",2002,"54.68"
"Israel","CO2 emissions",2003,"55.14"
"Israel","CO2 emissions",2004,"55.71"
"Israel","CO2 emissions",2005,"54.58"
"Israel","CO2 emissions",2006,"57.97"
"Israel","CO2 emissions",2007,"58.71"
"Israel","CO2 emissions",2008,"57.70"
"Israel","CO2 emissions",2009,"56.44"
"Israel","CO2 emissions",2010,"60.85"
"Israel","CO2 emissions",2011,"59.58"
"Israel","CO2 emissions",2012,"64.35"
"Israel","CO2 emissions",2013,"58.90"
"Israel","CO2 emissions",2014,"56.13"
"Israel","CO2 emissions",2015,"56.90"
"Israel","CO2 emissions",2016,"55.77"
"Israel","CO2 emissions",2017,"56.38"
"Israel","CO2 emissions",2018,"52.49"
"Israel","CO2 emissions intensities",1995,"12618.06"
"Israel","CO2 emissions intensities",1996,"12198.23"
"Israel","CO2 emissions intensities",1997,"12639.43"
"Israel","CO2 emissions intensities",1998,"12184.96"
"Israel","CO2 emissions intensities",1999,"12331.87"
"Israel","CO2 emissions intensities",2000,"11281.65"
"Israel","CO2 emissions intensities",2001,"12265.99"
"Israel","CO2 emissions intensities",2002,"14015.42"
"Israel","CO2 emissions intensities",2003,"13101.75"
"Israel","CO2 emissions intensities",2004,"11875.54"
"Israel","CO2 emissions intensities",2005,"10765.86"
"Israel","CO2 emissions intensities",2006,"11924.76"
"Israel","CO2 emissions intensities",2007,"10108.88"
"Israel","CO2 emissions intensities",2008,"8280.07"
"Israel","CO2 emissions intensities",2009,"10776.96"
"Israel","CO2 emissions intensities",2010,"10180.07"
"Israel","CO2 emissions intensities",2011,"10165.16"
"Israel","CO2 emissions intensities",2012,"12159.25"
"Israel","CO2 emissions intensities",2013,"6280.29"
"Israel","CO2 emissions intensities",2014,"6136.47"
"Israel","CO2 emissions intensities",2015,"7070.60"
"Israel","CO2 emissions intensities",2016,"6916.38"
"Israel","CO2 emissions intensities",2017,"6410.32"
"Israel","CO2 emissions intensities",2018,"5917.50"
"Israel","CO2 emissions multipliers",1995,"21347.09"
"Israel","CO2 emissions multipliers",1996,"21111.41"
"Israel","CO2 emissions multipliers",1997,"21527.58"
"Israel","CO2 emissions multipliers",1998,"20923.29"
"Israel","CO2 emissions multipliers",1999,"20667.83"
"Israel","CO2 emissions multipliers",2000,"19082.45"
"Israel","CO2 emissions multipliers",2001,"20317.89"
"Israel","CO2 emissions multipliers",2002,"23353.26"
"Israel","CO2 emissions multipliers",2003,"22042.45"
"Israel","CO2 emissions multipliers",2004,"20457.05"
"Israel","CO2 emissions multipliers",2005,"18680.86"
"Israel","CO2 emissions multipliers",2006,"19906.93"
"Israel","CO2 emissions multipliers",2007,"16681.70"
"Israel","CO2 emissions multipliers",2008,"13750.00"
"Israel","CO2 emissions multipliers",2009,"16194.90"
"Israel","CO2 emissions multipliers",2010,"15376.69"
"Israel","CO2 emissions multipliers",2011,"14902.29"
"Israel","CO2 emissions multipliers",2012,"17652.51"
"Israel","CO2 emissions multipliers",2013,"10424.11"
"Israel","CO2 emissions multipliers",2014,"9729.06"
"Israel","CO2 emissions multipliers",2015,"10846.20"
"Israel","CO2 emissions multipliers",2016,"10263.92"
"Israel","CO2 emissions multipliers",2017,"9561.22"
"Israel","CO2 emissions multipliers",2018,"8582.39"
"Italy","CO2 emissions",1995,"296.87"
"Italy","CO2 emissions",1996,"287.54"
"Italy","CO2 emissions",1997,"292.32"
"Italy","CO2 emissions",1998,"294.65"
"Italy","CO2 emissions",1999,"294.16"
"Italy","CO2 emissions",2000,"303.54"
"Italy","CO2 emissions",2001,"297.06"
"Italy","CO2 emissions",2002,"305.46"
"Italy","CO2 emissions",2003,"320.74"
"Italy","CO2 emissions",2004,"330.79"
"Italy","CO2 emissions",2005,"336.45"
"Italy","CO2 emissions",2006,"339.29"
"Italy","CO2 emissions",2007,"337.52"
"Italy","CO2 emissions",2008,"339.30"
"Italy","CO2 emissions",2009,"285.57"
"Italy","CO2 emissions",2010,"301.33"
"Italy","CO2 emissions",2011,"299.00"
"Italy","CO2 emissions",2012,"282.33"
"Italy","CO2 emissions",2013,"256.03"
"Italy","CO2 emissions",2014,"239.08"
"Italy","CO2 emissions",2015,"243.23"
"Italy","CO2 emissions",2016,"231.50"
"Italy","CO2 emissions",2017,"241.68"
"Italy","CO2 emissions",2018,"237.00"
"Italy","CO2 emissions intensities",1995,"8822.36"
"Italy","CO2 emissions intensities",1996,"7986.39"
"Italy","CO2 emissions intensities",1997,"8553.59"
"Italy","CO2 emissions intensities",1998,"8713.07"
"Italy","CO2 emissions intensities",1999,"8901.02"
"Italy","CO2 emissions intensities",2000,"9045.92"
"Italy","CO2 emissions intensities",2001,"8656.88"
"Italy","CO2 emissions intensities",2002,"8502.42"
"Italy","CO2 emissions intensities",2003,"7295.56"
"Italy","CO2 emissions intensities",2004,"6590.71"
"Italy","CO2 emissions intensities",2005,"6182.59"
"Italy","CO2 emissions intensities",2006,"5642.19"
"Italy","CO2 emissions intensities",2007,"5022.61"
"Italy","CO2 emissions intensities",2008,"4837.25"
"Italy","CO2 emissions intensities",2009,"5216.08"
"Italy","CO2 emissions intensities",2010,"5802.75"
"Italy","CO2 emissions intensities",2011,"5426.26"
"Italy","CO2 emissions intensities",2012,"5341.56"
"Italy","CO2 emissions intensities",2013,"4851.13"
"Italy","CO2 emissions intensities",2014,"4679.82"
"Italy","CO2 emissions intensities",2015,"5549.49"
"Italy","CO2 emissions intensities",2016,"5758.07"
"Italy","CO2 emissions intensities",2017,"5900.90"
"Italy","CO2 emissions intensities",2018,"5598.28"
"Italy","CO2 emissions multipliers",1995,"15533.52"
"Italy","CO2 emissions multipliers",1996,"13886.65"
"Italy","CO2 emissions multipliers",1997,"14932.45"
"Italy","CO2 emissions multipliers",1998,"14877.03"
"Italy","CO2 emissions multipliers",1999,"15033.63"
"Italy","CO2 emissions multipliers",2000,"16172.94"
"Italy","CO2 emissions multipliers",2001,"15573.30"
"Italy","CO2 emissions multipliers",2002,"15067.58"
"Italy","CO2 emissions multipliers",2003,"12923.21"
"Italy","CO2 emissions multipliers",2004,"11572.95"
"Italy","CO2 emissions multipliers",2005,"11075.09"
"Italy","CO2 emissions multipliers",2006,"10285.66"
"Italy","CO2 emissions multipliers",2007,"9122.13"
"Italy","CO2 emissions multipliers",2008,"8692.14"
"Italy","CO2 emissions multipliers",2009,"9072.05"
"Italy","CO2 emissions multipliers",2010,"9999.35"
"Italy","CO2 emissions multipliers",2011,"9260.42"
"Italy","CO2 emissions multipliers",2012,"9253.44"
"Italy","CO2 emissions multipliers",2013,"8276.78"
"Italy","CO2 emissions multipliers",2014,"7943.22"
"Italy","CO2 emissions multipliers",2015,"9405.03"
"Italy","CO2 emissions multipliers",2016,"9559.87"
"Italy","CO2 emissions multipliers",2017,"9639.22"
"Italy","CO2 emissions multipliers",2018,"8924.94"
"Japan","CO2 emissions",1995,"1003.85"
"Japan","CO2 emissions",1996,"1019.35"
"Japan","CO2 emissions",1997,"1014.10"
"Japan","CO2 emissions",1998,"973.45"
"Japan","CO2 emissions",1999,"1009.28"
"Japan","CO2 emissions",2000,"1010.40"
"Japan","CO2 emissions",2001,"997.25"
"Japan","CO2 emissions",2002,"1030.49"
"Japan","CO2 emissions",2003,"1040.43"
"Japan","CO2 emissions",2004,"1034.90"
"Japan","CO2 emissions",2005,"1041.79"
"Japan","CO2 emissions",2006,"1035.23"
"Japan","CO2 emissions",2007,"1077.48"
"Japan","CO2 emissions",2008,"1037.03"
"Japan","CO2 emissions",2009,"975.01"
"Japan","CO2 emissions",2010,"1027.41"
"Japan","CO2 emissions",2011,"1091.12"
"Japan","CO2 emissions",2012,"1133.41"
"Japan","CO2 emissions",2013,"1142.54"
"Japan","CO2 emissions",2014,"1103.60"
"Japan","CO2 emissions",2015,"1067.15"
"Japan","CO2 emissions",2016,"1050.24"
"Japan","CO2 emissions",2017,"1030.88"
"Japan","CO2 emissions",2018,"997.82"
"Japan","CO2 emissions intensities",1995,"7822.71"
"Japan","CO2 emissions intensities",1996,"8969.71"
"Japan","CO2 emissions intensities",1997,"9811.28"
"Japan","CO2 emissions intensities",1998,"10616.93"
"Japan","CO2 emissions intensities",1999,"10104.31"
"Japan","CO2 emissions intensities",2000,"9188.59"
"Japan","CO2 emissions intensities",2001,"10152.08"
"Japan","CO2 emissions intensities",2002,"11118.06"
"Japan","CO2 emissions intensities",2003,"10066.21"
"Japan","CO2 emissions intensities",2004,"9448.53"
"Japan","CO2 emissions intensities",2005,"9506.87"
"Japan","CO2 emissions intensities",2006,"9433.66"
"Japan","CO2 emissions intensities",2007,"10138.56"
"Japan","CO2 emissions intensities",2008,"8577.36"
"Japan","CO2 emissions intensities",2009,"9011.99"
"Japan","CO2 emissions intensities",2010,"8438.74"
"Japan","CO2 emissions intensities",2011,"8118.15"
"Japan","CO2 emissions intensities",2012,"8850.26"
"Japan","CO2 emissions intensities",2013,"9631.56"
"Japan","CO2 emissions intensities",2014,"9944.14"
"Japan","CO2 emissions intensities",2015,"11221.01"
"Japan","CO2 emissions intensities",2016,"11535.64"
"Japan","CO2 emissions intensities",2017,"10211.66"
"Japan","CO2 emissions intensities",2018,"9511.80"
"Japan","CO2 emissions multipliers",1995,"13516.97"
"Japan","CO2 emissions multipliers",1996,"15368.14"
"Japan","CO2 emissions multipliers",1997,"16713.05"
"Japan","CO2 emissions multipliers",1998,"17872.79"
"Japan","CO2 emissions multipliers",1999,"16978.92"
"Japan","CO2 emissions multipliers",2000,"15613.41"
"Japan","CO2 emissions multipliers",2001,"17402.90"
"Japan","CO2 emissions multipliers",2002,"18960.31"
"Japan","CO2 emissions multipliers",2003,"17334.29"
"Japan","CO2 emissions multipliers",2004,"16031.94"
"Japan","CO2 emissions multipliers",2005,"16067.16"
"Japan","CO2 emissions multipliers",2006,"15176.79"
"Japan","CO2 emissions multipliers",2007,"16022.51"
"Japan","CO2 emissions multipliers",2008,"13522.44"
